timestamp,symbol,signal,price
2025-06-07 11:56:11,ZEREBROUSDT,open_long,0.03128
2025-06-07 12:00:07,FIDAUSDT,close_long,0.06492
2025-06-07 12:03:09,ZEREBROUSDT,close_long,0.03145
2025-06-07 12:42:07,FLRUSDT,open_short,0.01799
2025-06-07 12:49:07,FLRUSDT,close_short,0.01799
2025-06-07 17:39:06,DASHUSDT,open_long,21.58
2025-06-07 17:39:10,NKNUSDT,open_long,0.02827
2025-06-07 17:45:06,DASHUSDT,close_long,21.57
2025-06-07 17:47:08,NKNUSDT,close_long,0.02827
2025-06-07 18:37:07,ETHFIUSDT,open_long,1.1616
2025-06-07 18:44:07,ETHFIUSDT,close_long,1.1635
2025-06-07 19:12:08,QNTUSDT,open_short,115.34
2025-06-07 19:16:08,QNTUSDT,close_short,115.54
2025-06-07 20:16:06,DARKUSDT,open_short,0.0058
2025-06-07 20:29:06,DARKUSDT,open_short,0.00581
2025-06-07 20:31:06,DARKUSDT,close_short,0.00579
2025-06-07 21:15:08,QUICKUSDT,open_short,0.02392
2025-06-07 21:16:08,QUICKUSDT,open_short,0.02392
2025-06-07 21:22:07,EDUUSDT,open_short,0.1483
2025-06-07 21:24:07,EDUUSDT,close_short,0.148
2025-06-07 21:25:08,QUICKUSDT,close_short,0.02389
2025-06-07 21:30:08,SCUSDT,open_short,0.003262
2025-06-07 21:36:08,SCUSDT,close_short,0.003262
2025-06-07 21:56:08,SLPUSDT,open_short,0.001382
2025-06-07 21:58:08,SLPUSDT,close_short,0.001382
2025-06-07 22:10:06,COTIUSDT,open_short,0.05832
2025-06-07 22:15:06,COTIUSDT,close_short,0.05829
2025-06-08 00:00:10,WUSDT,open_short,0.07419
2025-06-08 00:01:10,WUSDT,open_short,0.0743
2025-06-08 00:02:08,PROMPTUSDT,open_short,0.1806
2025-06-08 00:04:07,MERLUSDT,open_short,0.10031
2025-06-08 00:04:11,SIRENUSDT,open_short,0.14639
2025-06-08 00:04:13,WUSDT,open_short,0.07428
2025-06-08 00:05:09,WUSDT,open_short,0.07429
2025-06-08 00:06:09,WUSDT,open_short,0.07427
2025-06-08 00:09:08,MERLUSDT,open_short,0.10028
2025-06-08 00:09:10,PROMPTUSDT,open_short,0.18066
2025-06-08 00:09:12,WUSDT,close_short,0.07414
2025-06-08 00:14:07,MERLUSDT,close_short,0.10017
2025-06-08 00:14:09,PROMPTUSDT,close_short,0.18074
2025-06-08 00:24:08,SIRENUSDT,close_short,0.14647
2025-06-08 02:38:07,IPUSDT,open_short,4.0135
2025-06-08 02:47:07,IPUSDT,close_short,4.0088
2025-06-08 04:58:08,MUBARAKUSDT,open_long,0.03984
2025-06-08 04:59:08,MUBARAKUSDT,open_long,0.03984
2025-06-08 05:00:08,MUBARAKUSDT,close_long,0.03984
2025-06-08 05:50:06,DEGENUSDT,open_long,0.004288
2025-06-08 06:02:06,DEGENUSDT,close_long,0.004274
2025-06-08 06:30:07,EDUUSDT,open_short,0.146
2025-06-08 06:33:07,EDUUSDT,close_short,0.1462
2025-06-08 07:25:08,PEOPLEUSDT,open_short,0.01996
2025-06-08 07:25:10,RAYDIUMUSDT,open_short,2.1631
2025-06-08 07:26:08,PEOPLEUSDT,open_short,0.01998
2025-06-08 07:26:10,RAYDIUMUSDT,open_short,2.1644
2025-06-08 07:27:09,XVSUSDT,open_short,6.025
2025-06-08 07:29:07,GUNUSDT,open_short,0.0361
2025-06-08 07:30:07,GUNUSDT,open_short,0.0361
2025-06-08 07:35:08,PEOPLEUSDT,close_short,0.01994
2025-06-08 07:36:07,GUNUSDT,close_short,0.03603
2025-06-08 07:36:09,RAYDIUMUSDT,close_short,2.1624
2025-06-08 07:38:09,XVSUSDT,close_short,6.016
2025-06-08 08:48:07,ETHBTCUSDT,open_short,0.023845
2025-06-08 08:49:07,ETHBTCUSDT,open_short,0.023845
2025-06-08 08:53:07,ETHBTCUSDT,close_short,0.023841
2025-06-08 09:15:06,1000000CHEEMSUSDT,open_short,1.4275
2025-06-08 09:16:09,ZECUSDT,open_short,49.82
2025-06-08 09:17:16,ZECUSDT,open_short,49.79
2025-06-08 09:17:16,ZRXUSDT,open_short,0.2381
2025-06-08 09:20:09,ZRXUSDT,close_short,0.2379
2025-06-08 09:22:06,1000000CHEEMSUSDT,close_short,1.4255
2025-06-08 09:23:10,ZECUSDT,close_short,49.7
2025-06-08 10:44:06,BEAMUSDT,open_short,0.006158
2025-06-08 11:00:06,BEAMUSDT,close_short,0.006156
2025-06-08 12:47:09,XIONUSDT,open_short,1.1995
2025-06-08 12:49:09,XIONUSDT,open_short,1.2037
2025-06-08 13:14:09,XIONUSDT,open_short,1.225
2025-06-08 13:17:09,XIONUSDT,close_short,1.2192
2025-06-08 13:30:09,XNOUSDT,open_short,1.0227
2025-06-08 13:33:09,XNOUSDT,open_short,1.022
2025-06-08 13:38:09,XNOUSDT,close_short,1.0222
2025-06-08 13:44:09,STEEMUSDT,open_short,0.136
2025-06-08 13:45:09,STEEMUSDT,close_short,0.136
2025-06-08 13:47:07,IPUSDT,open_short,4.0072
2025-06-08 13:48:06,AI16ZUSDT,open_short,0.215
2025-06-08 13:48:07,B3USDT,open_short,0.003
2025-06-08 13:48:11,IPUSDT,open_short,4.009
2025-06-08 13:49:06,BBUSDT,open_short,0.1085
2025-06-08 13:49:09,FARTCOINUSDT,open_short,1.0131
2025-06-08 13:49:10,GUNUSDT,open_short,0.03601
2025-06-08 13:49:10,IPUSDT,open_short,4.0089
2025-06-08 13:49:12,MAVUSDT,open_short,0.05317
2025-06-08 13:50:07,DUSKUSDT,open_short,0.06382
2025-06-08 13:50:07,FARTCOINUSDT,open_short,1.0129
2025-06-08 13:50:10,LTCUSDT,open_short,87.2
2025-06-08 13:50:10,MAVUSDT,open_short,0.05317
2025-06-08 13:50:13,POPCATUSDT,open_short,0.3584
2025-06-08 13:52:06,AI16ZUSDT,close_short,0.2148
2025-06-08 13:52:07,BBUSDT,close_short,0.1083
2025-06-08 13:52:07,DUSKUSDT,open_short,0.0638
2025-06-08 13:52:10,GRASSUSDT,open_short,2.1011
2025-06-08 13:52:13,VICUSDT,open_short,0.1741
2025-06-08 13:53:07,GUNUSDT,close_short,0.03596
2025-06-08 13:53:07,IPUSDT,close_short,4.0066
2025-06-08 13:54:07,JASMYUSDT,open_short,0.014164
2025-06-08 13:54:11,VIRTUALUSDT,open_short,1.7964
2025-06-08 13:55:09,VICUSDT,close_short,0.174
2025-06-08 13:56:06,AI16ZUSDT,open_short,0.2159
2025-06-08 13:59:05,AI16ZUSDT,close_short,0.2152
2025-06-08 13:59:06,B3USDT,close_short,0.003
2025-06-08 13:59:09,DUSKUSDT,open_short,0.06384
2025-06-08 13:59:11,POPCATUSDT,open_short,0.359
2025-06-08 14:00:06,CVXUSDT,open_short,2.685
2025-06-08 14:00:09,DUSKUSDT,close_short,0.06384
2025-06-08 14:00:11,POPCATUSDT,close_short,0.3587
2025-06-08 14:00:13,VIRTUALUSDT,close_short,1.7936
2025-06-08 14:00:14,ZRXUSDT,open_short,0.2382
2025-06-08 14:01:07,HEIUSDT,open_short,0.3074
2025-06-08 14:01:09,LTCUSDT,close_short,87.13
2025-06-08 14:01:09,MAVUSDT,close_short,0.0532
2025-06-08 14:02:07,FARTCOINUSDT,close_short,1.013
2025-06-08 14:02:09,GRASSUSDT,close_short,2.1046
2025-06-08 14:03:06,CVXUSDT,close_short,2.685
2025-06-08 14:04:07,JASMYUSDT,close_short,0.014127
2025-06-08 14:05:07,HEIUSDT,close_short,0.3077
2025-06-08 14:05:10,ZRXUSDT,close_short,0.2382
2025-06-08 15:33:07,GNOUSDT,open_short,119.85
2025-06-08 15:34:07,GNOUSDT,open_short,119.72
2025-06-08 15:55:08,GNOUSDT,close_short,120.18
